ODI Rank,Team 1,Team 2,InningWinner,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Margin
ODI # 3285,West Indies,New Zealand,Winner1stInning,Kingston,"Jul 7, 2012",West Indies,West Indies,Home,Away,First,Second,55 runs
ODI # 3286,England,Australia,Winner2ndInning,Manchester,"Jul 10, 2012",England,England,Home,Away,Second,First,7 wickets
ODI # 3287,Scotland,Canada,Winner2ndInning,Ayr,"Jul 11-12, 2012",Scotland,Scotland,Home,Away,Second,First,4 wickets
ODI # 3288,West Indies,New Zealand,Winner1stInning,Basseterre,"Jul 11, 2012",New Zealand,West Indies,Home,Away,Second,First,88 runs
ODI # 3289,West Indies,New Zealand,Winner1stInning,Basseterre,"Jul 14, 2012",West Indies,West Indies,Home,Away,First,Second,24 runs
ODI # 3290,West Indies,New Zealand,Winner1stInning,Basseterre,"Jul 16, 2012",West Indies,West Indies,Home,Away,First,Second,20 runs
ODI # 3291,Sri Lanka,India,Winner1stInning,Hambantota,"Jul 21, 2012",India,Sri Lanka,Home,Away,Second,First,21 runs
ODI # 3292,Sri Lanka,India,Winner2ndInning,Hambantota,"Jul 24, 2012",Sri Lanka,Sri Lanka,Home,Away,Second,First,9 wickets
ODI # 3293,Sri Lanka,India,Winner2ndInning,Colombo,"Jul 28, 2012",India,Sri Lanka,Home,Away,First,Second,5 wickets
ODI # 3294,Sri Lanka,India,Winner2ndInning,Colombo,"Jul 31, 2012",India,Sri Lanka,Home,Away,First,Second,6 wickets
ODI # 3295,Sri Lanka,India,Winner1stInning,Pallekele,"Aug 4, 2012",India,,Neutral,Neutral,Second,First,20 runs
ODI # 3297,Afghanistan,Australia,Winner1stInning,Sharjah,"Aug 25, 2012",Australia,U.A.E.,Neutral,Neutral,Second,First,66 runs
ODI # 3298,England,South Africa,Winner1stInning,Southampton,"Aug 28, 2012",South Africa,England,Home,Away,Second,First,80 runs
ODI # 3299,Australia,Pakistan,Winner2ndInning,Sharjah,"Aug 28, 2012",Australia,U.A.E.,Neutral,Neutral,Second,First,4 wickets
ODI # 3300,England,South Africa,Winner2ndInning,The Oval,"Aug 31, 2012",England,England,Home,Away,Second,First,4 wickets
ODI # 3301,Australia,Pakistan,Winner2ndInning,Abu Dhabi,"Aug 31, 2012",Pakistan,U.A.E.,Neutral,Neutral,First,Second,7 wickets
ODI # 3302,England,South Africa,Winner2ndInning,Lord's,"Sep 2, 2012",England,England,Home,Away,Second,First,6 wickets
ODI # 3303,Australia,Pakistan,Winner2ndInning,Sharjah,"Sep 3, 2012",Australia,U.A.E.,Neutral,Neutral,Second,First,3 wickets
ODI # 3304,England,South Africa,Winner2ndInning,Nottingham,"Sep 5, 2012",South Africa,England,Home,Away,First,Second,7 wickets
ODI # 3305,Sri Lanka,New Zealand,Winner1stInning,Pallekele,"Nov 4, 2012",Sri Lanka,,Neutral,Neutral,First,Second,14 runs
ODI # 3306,Sri Lanka,New Zealand,Winner2ndInning,Pallekele,"Nov 6, 2012",Sri Lanka,,Neutral,Neutral,Second,First,7 wickets
ODI # 3307,Sri Lanka,New Zealand,Winner2ndInning,Hambantota,"Nov 10, 2012",Sri Lanka,Sri Lanka,Home,Away,Second,First,7 wickets
ODI # 3309,Bangladesh,West Indies,Winner2ndInning,Khulna,"Nov 30, 2012",Bangladesh,Bangladesh,Home,Away,Second,First,7 wickets
ODI # 3310,Bangladesh,West Indies,Winner1stInning,Khulna,"Dec 2, 2012",Bangladesh,Bangladesh,Home,Away,First,Second,160 runs
ODI # 3311,Bangladesh,West Indies,Winner2ndInning,Dhaka,"Dec 5, 2012",West Indies,Bangladesh,Home,Away,First,Second,4 wickets
ODI # 3312,Bangladesh,West Indies,Winner1stInning,Dhaka,"Dec 7, 2012",West Indies,Bangladesh,Home,Away,Second,First,75 runs
ODI # 3313,Bangladesh,West Indies,Winner2ndInning,Dhaka,"Dec 8, 2012",Bangladesh,Bangladesh,Home,Away,Second,First,2 wickets
ODI # 3314,India,Pakistan,Winner2ndInning,Chennai,"Dec 30, 2012",Pakistan,India,Home,Away,First,Second,6 wickets
ODI # 3315,India,Pakistan,Winner1stInning,Kolkata,"Jan 3, 2013",Pakistan,India,Home,Away,Second,First,85 runs
ODI # 3316,India,Pakistan,Winner1stInning,Delhi,"Jan 6, 2013",India,India,Home,Away,First,Second,10 runs
ODI # 3317,Australia,Sri Lanka,Winner1stInning,Melbourne,"Jan 11, 2013",Australia,Australia,Home,Away,First,Second,107 runs
ODI # 3318,India,England,Winner1stInning,Rajkot,"Jan 11, 2013",England,India,Home,Away,Second,First,9 runs
ODI # 3319,Australia,Sri Lanka,Winner2ndInning,Adelaide,"Jan 13, 2013",Sri Lanka,Australia,Home,Away,First,Second,8 wickets
ODI # 3320,India,England,Winner1stInning,Kochi,"Jan 15, 2013",India,India,Home,Away,First,Second,127 runs
ODI # 3321,Australia,Sri Lanka,Winner2ndInning,Brisbane,"Jan 18, 2013",Sri Lanka,Australia,Home,Away,First,Second,4 wickets
ODI # 3322,India,England,Winner2ndInning,Ranchi,"Jan 19, 2013",India,India,Home,Away,Second,First,7 wickets
ODI # 3323,South Africa,New Zealand,Winner2ndInning,Paarl,"Jan 19, 2013",New Zealand,South Africa,Home,Away,First,Second,1 wicket
ODI # 3325,South Africa,New Zealand,Winner1stInning,Kimberley,"Jan 22, 2013",New Zealand,South Africa,Home,Away,Second,First,27 runs
ODI # 3326,Australia,Sri Lanka,Winner1stInning,Hobart,"Jan 23, 2013",Australia,Australia,Home,Away,First,Second,32 runs
ODI # 3327,India,England,Winner2ndInning,Mohali,"Jan 23, 2013",India,,Neutral,Neutral,Second,First,5 wickets
ODI # 3328,South Africa,New Zealand,Winner2ndInning,Potchefstroom,"Jan 25, 2013",South Africa,South Africa,Home,Away,Second,First,1 wicket
ODI # 3329,India,England,Winner2ndInning,Dharamsala,"Jan 27, 2013",England,India,Home,Away,First,Second,7 wickets
ODI # 3330,Australia,West Indies,Winner2ndInning,Perth,"Feb 1, 2013",Australia,Australia,Home,Away,Second,First,9 wickets
ODI # 3331,Australia,West Indies,Winner1stInning,Perth,"Feb 3, 2013",Australia,Australia,Home,Away,First,Second,54 runs
ODI # 3332,Australia,West Indies,Winner1stInning,Canberra,"Feb 6, 2013",Australia,Australia,Home,Away,First,Second,39 runs
ODI # 3333,Australia,West Indies,Winner2ndInning,Sydney,"Feb 8, 2013",Australia,Australia,Home,Away,Second,First,5 wickets
ODI # 3334,Australia,West Indies,Winner1stInning,Melbourne,"Feb 10, 2013",Australia,Australia,Home,Away,First,Second,17 runs
ODI # 3335,New Zealand,England,Winner2ndInning,Hamilton,"Feb 17, 2013",New Zealand,New Zealand,Home,Away,Second,First,3 wickets
ODI # 3336,New Zealand,England,Winner2ndInning,Napier,"Feb 20, 2013",England,New Zealand,Home,Away,First,Second,8 wickets
ODI # 3337,West Indies,Zimbabwe,Winner1stInning,St George's,"Feb 22, 2013",West Indies,West Indies,Home,Away,First,Second,156 runs
ODI # 3338,New Zealand,England,Winner2ndInning,Auckland,"Feb 23, 2013",England,New Zealand,Home,Away,First,Second,5 wickets
ODI # 3339,West Indies,Zimbabwe,Winner2ndInning,St George's,"Feb 24, 2013",West Indies,West Indies,Home,Away,Second,First,7 wickets
ODI # 3340,West Indies,Zimbabwe,Winner2ndInning,St George's,"Feb 26, 2013",West Indies,West Indies,Home,Away,Second,First,5 wickets
ODI # 3341,Afghanistan,Scotland,Winner2ndInning,Sharjah,"Mar 6, 2013",Afghanistan,U.A.E.,Neutral,Neutral,Second,First,7 wickets
ODI # 3342,Afghanistan,Scotland,Winner2ndInning,Sharjah,"Mar 8, 2013",Afghanistan,U.A.E.,Neutral,Neutral,Second,First,5 wickets
ODI # 3343,South Africa,Pakistan,Winner1stInning,Bloemfontein,"Mar 10, 2013",South Africa,South Africa,Home,Away,First,Second,125 runs
ODI # 3344,Canada,Kenya,Winner2ndInning,ICCA Dubai,"Mar 11, 2013",Kenya,U.A.E.,Neutral,Neutral,First,Second,6 wickets
ODI # 3345,Canada,Kenya,Winner2ndInning,ICCA Dubai,"Mar 13, 2013",Kenya,U.A.E.,Neutral,Neutral,First,Second,6 wickets
ODI # 3346,South Africa,Pakistan,Winner2ndInning,Centurion,"Mar 15, 2013",Pakistan,South Africa,Home,Away,First,Second,6 wickets
ODI # 3347,South Africa,Pakistan,Winner1stInning,Johannesburg,"Mar 17, 2013",South Africa,South Africa,Home,Away,First,Second,34 runs
ODI # 3348,South Africa,Pakistan,Winner2ndInning,Durban,"Mar 21, 2013",Pakistan,South Africa,Home,Away,First,Second,3 wickets
ODI # 3349,Sri Lanka,Bangladesh,Winner2ndInning,Hambantota,"Mar 23, 2013",Sri Lanka,Sri Lanka,Home,Away,Second,First,8 wickets
ODI # 3350,South Africa,Pakistan,Winner2ndInning,Benoni,"Mar 24, 2013",South Africa,South Africa,Home,Away,Second,First,6 wickets
ODI # 3352,Sri Lanka,Bangladesh,Winner2ndInning,Pallekele,"Mar 28, 2013",Bangladesh,,Neutral,Neutral,First,Second,3 wickets
ODI # 3353,Zimbabwe,Bangladesh,Winner1stInning,Bulawayo,"May 3, 2013",Bangladesh,Zimbabwe,Home,Away,Second,First,121 runs
ODI # 3354,Zimbabwe,Bangladesh,Winner2ndInning,Bulawayo,"May 5, 2013",Zimbabwe,Zimbabwe,Home,Away,Second,First,6 wickets
ODI # 3355,Zimbabwe,Bangladesh,Winner2ndInning,Bulawayo,"May 8, 2013",Zimbabwe,Zimbabwe,Home,Away,Second,First,7 wickets
ODI # 3356,Scotland,Pakistan,Winner1stInning,Edinburgh,"May 17, 2013",Pakistan,Scotland,Home,Away,Second,First,96 runs
ODI # 3358,Ireland,Pakistan,Winner2ndInning,Dublin,"May 26, 2013",Pakistan,Ireland,Home,Away,First,Second,2 wickets
ODI # 3359,Netherlands,South Africa,Winner1stInning,Amstelveen,"May 31, 2013",South Africa,Netherlands,Home,Away,Second,First,83 runs
ODI # 3360,England,New Zealand,Winner2ndInning,Lord's,"May 31, 2013",New Zealand,England,Home,Away,First,Second,5 wickets
ODI # 3361,England,New Zealand,Winner1stInning,Southampton,"Jun 2, 2013",New Zealand,England,Home,Away,Second,First,86 runs
ODI # 3362,England,New Zealand,Winner1stInning,Nottingham,"Jun 5, 2013",England,England,Home,Away,First,Second,34 runs
ODI # 3363,India,South Africa,Winner1stInning,Cardiff,"Jun 6, 2013",India,England,Neutral,Neutral,First,Second,26 runs
ODI # 3364,Pakistan,West Indies,Winner2ndInning,The Oval,"Jun 7, 2013",West Indies,England,Neutral,Neutral,First,Second,2 wickets
ODI # 3365,England,Australia,Winner1stInning,Birmingham,"Jun 8, 2013",England,England,Home,Away,First,Second,48 runs
ODI # 3366,New Zealand,Sri Lanka,Winner2ndInning,Cardiff,"Jun 9, 2013",New Zealand,England,Neutral,Neutral,Second,First,1 wicket
ODI # 3367,Pakistan,South Africa,Winner1stInning,Birmingham,"Jun 10, 2013",South Africa,England,Neutral,Neutral,Second,First,67 runs
ODI # 3368,India,West Indies,Winner2ndInning,The Oval,"Jun 11, 2013",India,England,Neutral,Neutral,Second,First,8 wickets
ODI # 3370,England,Sri Lanka,Winner2ndInning,The Oval,"Jun 13, 2013",Sri Lanka,England,Home,Away,First,Second,7 wickets
ODI # 3372,India,Pakistan,Winner2ndInning,Birmingham,"Jun 15, 2013",India,England,Neutral,Neutral,Second,First,8 wickets
ODI # 3373,England,New Zealand,Winner1stInning,Cardiff,"Jun 16, 2013",England,England,Home,Away,First,Second,10 runs
ODI # 3374,Australia,Sri Lanka,Winner1stInning,The Oval,"Jun 17, 2013",Sri Lanka,England,Neutral,Neutral,Second,First,20 runs
ODI # 3375,England,South Africa,Winner2ndInning,The Oval,"Jun 19, 2013",England,England,Home,Away,Second,First,7 wickets
ODI # 3376,India,Sri Lanka,Winner2ndInning,Cardiff,"Jun 20, 2013",India,England,Neutral,Neutral,Second,First,8 wickets
ODI # 3377,England,India,Winner1stInning,Birmingham,"Jun 23, 2013",India,England,Home,Away,Second,First,5 runs
ODI # 3378,West Indies,Sri Lanka,Winner2ndInning,Kingston,"Jun 28, 2013",West Indies,West Indies,Home,Away,Second,First,6 wickets
ODI # 3379,Scotland,Kenya,Winner1stInning,Aberdeen,"Jun 30, 2013",Scotland,Scotland,Home,Away,First,Second,12 runs
ODI # 3380,West Indies,India,Winner2ndInning,Kingston,"Jun 30, 2013",West Indies,West Indies,Home,Away,Second,First,1 wicket
ODI # 3381,Scotland,Kenya,Winner2ndInning,Aberdeen,"Jul 2-3, 2013",Scotland,Scotland,Home,Away,Second,First,4 wickets
ODI # 3382,India,Sri Lanka,Winner1stInning,Kingston,"Jul 2, 2013",Sri Lanka,West Indies,Neutral,Neutral,Second,First,161 runs
ODI # 3383,West Indies,India,Winner1stInning,Port of Spain,"Jul 5, 2013",India,West Indies,Home,Away,Second,First,102 runs
ODI # 3384,Netherlands,Ireland,Winner1stInning,Amstelveen,"Jul 7, 2013",Ireland,Netherlands,Home,Away,Second,First,88 runs
ODI # 3385,West Indies,Sri Lanka,Winner1stInning,Port of Spain,"Jul 7-8, 2013",Sri Lanka,West Indies,Home,Away,Second,First,39 runs
ODI # 3387,India,Sri Lanka,Winner1stInning,Port of Spain,"Jul 9, 2013",India,West Indies,Neutral,Neutral,First,Second,81 runs
ODI # 3388,India,Sri Lanka,Winner2ndInning,Port of Spain,"Jul 11, 2013",India,West Indies,Neutral,Neutral,Second,First,1 wicket
ODI # 3389,West Indies,Pakistan,Winner1stInning,Providence,"Jul 14, 2013",Pakistan,West Indies,Home,Away,Second,First,126 runs
ODI # 3390,West Indies,Pakistan,Winner1stInning,Providence,"Jul 16, 2013",West Indies,West Indies,Home,Away,First,Second,37 runs
ODI # 3392,Sri Lanka,South Africa,Winner1stInning,Colombo,"Jul 20, 2013",Sri Lanka,Sri Lanka,Home,Away,First,Second,180 runs
ODI # 3393,West Indies,Pakistan,Winner2ndInning,Gros Islet,"Jul 21, 2013",Pakistan,West Indies,Home,Away,First,Second,6 wickets
ODI # 3394,Sri Lanka,South Africa,Winner1stInning,Colombo,"Jul 23, 2013",Sri Lanka,Sri Lanka,Home,Away,First,Second,17 runs
ODI # 3395,Zimbabwe,India,Winner2ndInning,Harare,"Jul 24, 2013",India,Zimbabwe,Home,Away,First,Second,6 wickets
ODI # 3396,West Indies,Pakistan,Winner2ndInning,Gros Islet,"Jul 24, 2013",Pakistan,West Indies,Home,Away,First,Second,4 wickets
ODI # 3397,Zimbabwe,India,Winner1stInning,Harare,"Jul 26, 2013",India,Zimbabwe,Home,Away,Second,First,58 runs
ODI # 3398,Sri Lanka,South Africa,Winner1stInning,Pallekele,"Jul 26, 2013",South Africa,,Neutral,Neutral,Second,First,56 runs
ODI # 3399,Zimbabwe,India,Winner2ndInning,Harare,"Jul 28, 2013",India,Zimbabwe,Home,Away,First,Second,7 wickets
ODI # 3400,Sri Lanka,South Africa,Winner2ndInning,Pallekele,"Jul 28, 2013",Sri Lanka,,Neutral,Neutral,Second,First,8 wickets
ODI # 3401,Sri Lanka,South Africa,Winner1stInning,Colombo,"Jul 31, 2013",Sri Lanka,Sri Lanka,Home,Away,First,Second,128 runs
ODI # 3402,Zimbabwe,India,Winner2ndInning,Bulawayo,"Aug 1, 2013",India,Zimbabwe,Home,Away,First,Second,9 wickets
ODI # 3403,Zimbabwe,India,Winner2ndInning,Bulawayo,"Aug 3, 2013",India,Zimbabwe,Home,Away,First,Second,7 wickets
ODI # 3404,Zimbabwe,Pakistan,Winner2ndInning,Harare,"Aug 27, 2013",Zimbabwe,Zimbabwe,Home,Away,Second,First,7 wickets
ODI # 3406,Zimbabwe,Pakistan,Winner1stInning,Harare,"Aug 29, 2013",Pakistan,Zimbabwe,Home,Away,Second,First,90 runs
ODI # 3407,Canada,Netherlands,Winner2ndInning,King City,"Aug 29, 2013",Netherlands,Canada,Home,Away,First,Second,9 wickets
ODI # 3408,Zimbabwe,Pakistan,Winner1stInning,Harare,"Aug 31, 2013",Pakistan,Zimbabwe,Home,Away,Second,First,108 runs
ODI # 3409,Ireland,England,Winner2ndInning,Dublin,"Sep 3, 2013",England,Ireland,Home,Away,First,Second,6 wickets
ODI # 3410,Scotland,Australia,Winner1stInning,Edinburgh,"Sep 3, 2013",Australia,Scotland,Home,Away,Second,First,200 runs
ODI # 3411,Ireland,Scotland,Winner2ndInning,Belfast,"Sep 6, 2013",Ireland,Ireland,Home,Away,Second,First,1 wicket
ODI # 3412,England,Australia,Winner1stInning,Manchester,"Sep 8, 2013",Australia,England,Home,Away,Second,First,88 runs
ODI # 3413,Ireland,Scotland,Winner2ndInning,Belfast,"Sep 8, 2013",Ireland,Ireland,Home,Away,Second,First,7 wickets
ODI # 3415,England,Australia,Winner2ndInning,Cardiff,"Sep 14, 2013",England,England,Home,Away,Second,First,3 wickets
ODI # 3416,England,Australia,Winner1stInning,Southampton,"Sep 16, 2013",Australia,England,Home,Away,Second,First,49 runs
ODI # 3417,Afghanistan,Kenya,Winner2ndInning,Sharjah,"Oct 2, 2013",Afghanistan,U.A.E.,Neutral,Neutral,Second,First,8 wickets
ODI # 3418,Afghanistan,Kenya,Winner2ndInning,Sharjah,"Oct 4, 2013",Afghanistan,U.A.E.,Neutral,Neutral,Second,First,7 wickets
ODI # 3419,India,Australia,Winner1stInning,Pune,"Oct 13, 2013",Australia,India,Home,Away,Second,First,72 runs
ODI # 3420,India,Australia,Winner2ndInning,Jaipur,"Oct 16, 2013",India,India,Home,Away,Second,First,9 wickets
ODI # 3421,India,Australia,Winner2ndInning,Mohali,"Oct 19, 2013",Australia,,Neutral,Neutral,First,Second,4 wickets
ODI # 3423,Bangladesh,New Zealand,Winner1stInning,Dhaka,"Oct 29, 2013",Bangladesh,Bangladesh,Home,Away,First,Second,43 runs
ODI # 3424,India,Australia,Winner2ndInning,Nagpur,"Oct 30, 2013",India,India,Home,Away,Second,First,6 wickets
ODI # 3425,Pakistan,South Africa,Winner1stInning,Sharjah,"Oct 30, 2013",South Africa,U.A.E.,Neutral,Neutral,Second,First,1 run
ODI # 3426,Bangladesh,New Zealand,Winner1stInning,Dhaka,"Oct 31, 2013",Bangladesh,Bangladesh,Home,Away,First,Second,40 runs
ODI # 3427,Pakistan,South Africa,Winner1stInning,Dubai,"Nov 1, 2013",Pakistan,U.A.E.,Neutral,Neutral,First,Second,66 runs
ODI # 3428,India,Australia,Winner1stInning,Bengaluru,"Nov 2, 2013",India,India,Home,Away,First,Second,57 runs
ODI # 3429,Bangladesh,New Zealand,Winner2ndInning,Fatullah,"Nov 3, 2013",Bangladesh,Bangladesh,Home,Away,Second,First,4 wickets
ODI # 3430,Pakistan,South Africa,Winner1stInning,Abu Dhabi,"Nov 6, 2013",South Africa,U.A.E.,Neutral,Neutral,Second,First,68 runs
ODI # 3431,Pakistan,South Africa,Winner1stInning,Abu Dhabi,"Nov 8, 2013",South Africa,U.A.E.,Neutral,Neutral,Second,First,28 runs
ODI # 3433,Pakistan,South Africa,Winner1stInning,Sharjah,"Nov 11, 2013",South Africa,U.A.E.,Neutral,Neutral,Second,First,117 runs
ODI # 3434,Sri Lanka,New Zealand,Winner2ndInning,Hambantota,"Nov 12, 2013",New Zealand,Sri Lanka,Home,Away,First,Second,4 wickets
ODI # 3435,Sri Lanka,New Zealand,Winner1stInning,Dambulla,"Nov 16, 2013",Sri Lanka,Sri Lanka,Home,Away,First,Second,36 runs
ODI # 3436,India,West Indies,Winner2ndInning,Kochi,"Nov 21, 2013",India,India,Home,Away,Second,First,6 wickets
ODI # 3437,India,West Indies,Winner2ndInning,Visakhapatnam,"Nov 24, 2013",West Indies,India,Home,Away,First,Second,2 wickets
ODI # 3438,South Africa,Pakistan,Winner1stInning,Cape Town,"Nov 24, 2013",Pakistan,South Africa,Home,Away,Second,First,23 runs
ODI # 3439,India,West Indies,Winner2ndInning,Kanpur,"Nov 27, 2013",India,India,Home,Away,Second,First,5 wickets
ODI # 3440,South Africa,Pakistan,Winner1stInning,Port Elizabeth,"Nov 27, 2013",Pakistan,South Africa,Home,Away,Second,First,1 run
ODI # 3441,South Africa,Pakistan,Winner2ndInning,Centurion,"Nov 30, 2013",South Africa,South Africa,Home,Away,Second,First,4 wickets
ODI # 3442,South Africa,India,Winner1stInning,Johannesburg,"Dec 5, 2013",South Africa,South Africa,Home,Away,First,Second,141 runs
ODI # 3443,South Africa,India,Winner1stInning,Durban,"Dec 8, 2013",South Africa,South Africa,Home,Away,First,Second,134 runs
ODI # 3445,Pakistan,Sri Lanka,Winner1stInning,Sharjah,"Dec 18, 2013",Pakistan,U.A.E.,Neutral,Neutral,First,Second,11 runs
ODI # 3446,Pakistan,Sri Lanka,Winner2ndInning,Dubai,"Dec 20, 2013",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,2 wickets
ODI # 3447,Pakistan,Sri Lanka,Winner1stInning,Sharjah,"Dec 22, 2013",Pakistan,U.A.E.,Neutral,Neutral,First,Second,113 runs
ODI # 3448,Pakistan,Sri Lanka,Winner2ndInning,Abu Dhabi,"Dec 25, 2013",Pakistan,U.A.E.,Neutral,Neutral,Second,First,8 wickets
ODI # 3449,New Zealand,West Indies,Winner2ndInning,Auckland,"Dec 26, 2013",West Indies,New Zealand,Home,Away,First,Second,2 wickets
ODI # 3450,Pakistan,Sri Lanka,Winner2ndInning,Abu Dhabi,"Dec 27, 2013",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,2 wickets
ODI # 3451,New Zealand,West Indies,Winner1stInning,Queenstown,"Jan 1, 2014",New Zealand,New Zealand,Home,Away,First,Second,159 runs
ODI # 3452,New Zealand,West Indies,Winner1stInning,Nelson,"Jan 4, 2014",New Zealand,New Zealand,Home,Away,First,Second,58 runs
ODI # 3453,New Zealand,West Indies,Winner1stInning,Hamilton,"Jan 8, 2014",West Indies,New Zealand,Home,Away,Second,First,203 runs
ODI # 3454,Australia,England,Winner2ndInning,Melbourne,"Jan 12, 2014",Australia,Australia,Home,Away,Second,First,6 wickets
ODI # 3455,Australia,England,Winner2ndInning,Brisbane,"Jan 17, 2014",Australia,Australia,Home,Away,Second,First,1 wicket
ODI # 3456,New Zealand,India,Winner1stInning,Napier,"Jan 19, 2014",New Zealand,New Zealand,Home,Away,First,Second,24 runs
ODI # 3457,Australia,England,Winner2ndInning,Sydney,"Jan 19, 2014",Australia,Australia,Home,Away,Second,First,7 wickets
ODI # 3458,New Zealand,India,Winner1stInning,Hamilton,"Jan 22, 2014",New Zealand,New Zealand,Home,Away,First,Second,15 runs
ODI # 3459,Canada,Scotland,Winner1stInning,Christchurch,"Jan 23, 2014",Scotland,New Zealand,Neutral,Neutral,Second,First,170 runs
ODI # 3460,Kenya,Netherlands,Winner2ndInning,Lincoln,"Jan 23, 2014",Kenya,New Zealand,Neutral,Neutral,Second,First,4 wickets
ODI # 3461,Australia,England,Winner1stInning,Perth,"Jan 24, 2014",England,Australia,Home,Away,Second,First,57 runs
ODI # 3463,Australia,England,Winner1stInning,Adelaide,"Jan 26, 2014",Australia,Australia,Home,Away,First,Second,5 runs
ODI # 3464,Canada,Netherlands,Winner2ndInning,Mount Maunganui,"Jan 28, 2014",Netherlands,New Zealand,Neutral,Neutral,First,Second,8 wickets
ODI # 3465,New Zealand,India,Winner2ndInning,Hamilton,"Jan 28, 2014",New Zealand,New Zealand,Home,Away,Second,First,7 wickets
ODI # 3466,Kenya,Scotland,Winner2ndInning,Christchurch,"Jan 30, 2014",Scotland,New Zealand,Neutral,Neutral,First,Second,3 wickets
ODI # 3467,New Zealand,India,Winner1stInning,Wellington,"Jan 31, 2014",New Zealand,New Zealand,Home,Away,First,Second,87 runs
ODI # 3468,Scotland,U.A.E.,Winner1stInning,Lincoln,"Feb 1, 2014",Scotland,New Zealand,Neutral,Neutral,First,Second,41 runs
ODI # 3469,Bangladesh,Sri Lanka,Winner1stInning,Dhaka,"Feb 17, 2014",Sri Lanka,Bangladesh,Home,Away,Second,First,13 runs
ODI # 3470,Bangladesh,Sri Lanka,Winner1stInning,Dhaka,"Feb 20, 2014",Sri Lanka,Bangladesh,Home,Away,Second,First,61 runs
ODI # 3471,Bangladesh,Sri Lanka,Winner2ndInning,Dhaka,"Feb 22, 2014",Sri Lanka,Bangladesh,Home,Away,First,Second,6 wickets
ODI # 3472,West Indies,Ireland,Winner2ndInning,Kingston,"Feb 23, 2014",West Indies,West Indies,Home,Away,Second,First,4 wickets
ODI # 3473,Pakistan,Sri Lanka,Winner1stInning,Fatullah,"Feb 25, 2014",Sri Lanka,Bangladesh,Neutral,Neutral,Second,First,12 runs
ODI # 3474,Bangladesh,India,Winner2ndInning,Fatullah,"Feb 26, 2014",India,Bangladesh,Home,Away,First,Second,6 wickets
ODI # 3475,Afghanistan,Pakistan,Winner1stInning,Fatullah,"Feb 27, 2014",Pakistan,Bangladesh,Neutral,Neutral,Second,First,72 runs
ODI # 3476,India,Sri Lanka,Winner2ndInning,Fatullah,"Feb 28, 2014",Sri Lanka,Bangladesh,Neutral,Neutral,First,Second,2 wickets
ODI # 3477,West Indies,England,Winner1stInning,North Sound,"Feb 28, 2014",West Indies,West Indies,Home,Away,First,Second,15 runs
ODI # 3478,Bangladesh,Afghanistan,Winner1stInning,Fatullah,"Mar 1, 2014",Afghanistan,Bangladesh,Home,Away,Second,First,32 runs
ODI # 3479,India,Pakistan,Winner2ndInning,Dhaka,"Mar 2, 2014",Pakistan,Bangladesh,Neutral,Neutral,First,Second,1 wicket
ODI # 3480,West Indies,England,Winner2ndInning,North Sound,"Mar 2, 2014",England,West Indies,Home,Away,First,Second,3 wickets
ODI # 3481,Afghanistan,Sri Lanka,Winner1stInning,Dhaka,"Mar 3, 2014",Sri Lanka,Bangladesh,Neutral,Neutral,Second,First,129 runs
ODI # 3482,Bangladesh,Pakistan,Winner2ndInning,Dhaka,"Mar 4, 2014",Pakistan,Bangladesh,Home,Away,First,Second,3 wickets
ODI # 3483,Afghanistan,India,Winner2ndInning,Dhaka,"Mar 5, 2014",India,Bangladesh,Neutral,Neutral,First,Second,8 wickets
